order_id,account_id,security_id,entered_by,side,order_type,ordered_qty,limit_px,tif,status,reject_reason,order_ts,last_update_ts
8491,84,2,14,B,LMT,200,416.95,DAY,FILLED,,2026-08-17 13:19:56,2026-08-17 13:20:28
8492,14,3,12,B,MKT,25,166.51,DAY,FILLED,,2026-08-28 14:25:46,2026-08-28 14:27:12
8493,101,16,2,B,LMT,100,439.64,DAY,FILLED,,2026-08-20 13:52:23,2026-08-20 13:53:42
8494,113,11,11,S,LMT,25,154.75,DAY,FILLED,,2026-08-20 14:48:29,2026-08-20 14:48:41
8495,70,7,4,S,MKT,500,197.67,DAY,FILLED,,2026-08-18 11:20:45,2026-08-18 11:21:58
8496,61,7,22,B,LMT,50,202.78,DAY,FILLED,,2026-08-28 14:24:15,2026-08-28 14:24:34
8497,102,17,3,B,MKT,500,199.62,DAY,FILLED,,2026-08-19 15:53:26,2026-08-19 15:54:26
8498,110,11,9,S,LMT,200,154.08,DAY,FILLED,,2026-08-25 14:46:21,2026-08-25 14:47:46
8499,84,17,14,B,LMT,25,206.16,DAY,FILLED,,2026-08-26 14:27:50,2026-08-26 14:28:27
8500,144,4,9,B,LMT,200,187.14,DAY,FILLED,,2026-08-20 09:00:37,2026-08-20 09:01:41
8501,10,2,9,B,LMT,10,424.54,DAY,FILLED,,2026-08-17 09:26:20,2026-08-17 09:27:10
8502,98,1,25,B,MKT,10,189.13,DAY,FILLED,,2026-08-26 14:58:55,2026-08-26 14:59:28
8503,93,11,21,S,LMT,500,155.83,DAY,FILLED,,2026-08-26 13:41:33,2026-08-26 13:42:56
8504,135,15,3,S,LMT,150,533.94,DAY,FILLED,,2026-08-19 09:52:19,2026-08-19 09:53:39
8505,57,1,19,B,LMT,200,191.76,DAY,FILLED,,2026-08-18 14:27:55,2026-08-18 14:28:51
8506,8,18,7,B,LMT,150,219.23,DAY,FILLED,,2026-08-26 12:59:07,2026-08-26 12:59:26
8507,45,13,10,S,LMT,200,112.22,DAY,FILLED,,2026-08-19 12:08:36,2026-08-19 12:08:56
8508,39,5,6,B,LMT,50,866.62,DAY,FILLED,,2026-08-18 15:21:20,2026-08-18 15:22:45
8509,21,14,17,B,LMT,100,159.17,DAY,FILLED,,2026-08-26 11:10:56,2026-08-26 11:12:17
8510,55,4,18,B,LMT,500,185.1,DAY,FILLED,,2026-08-19 13:57:11,2026-08-19 13:57:32
8511,122,4,18,B,LMT,500,179.7,DAY,FILLED,,2026-08-28 11:56:16,2026-08-28 11:56:28
8512,60,1,21,B,MKT,50,186.98,DAY,FILLED,,2026-08-25 11:00:44,2026-08-25 11:01:14
8513,136,7,3,B,LMT,25,197.27,DAY,FILLED,,2026-08-25 15:05:54,2026-08-25 15:06:36
8514,40,8,6,B,LMT,25,438.07,DAY,FILLED,,2026-08-24 10:15:32,2026-08-24 10:15:38
8515,54,14,17,S,MKT,10,159.3,DAY,FILLED,,2026-08-20 11:52:57,2026-08-20 11:54:03
8516,82,9,13,B,LMT,75,95.92,DAY,FILLED,,2026-08-19 12:22:27,2026-08-19 12:23:36
8517,151,17,15,B,MKT,150,208.76,DAY,FILLED,,2026-08-24 14:07:15,2026-08-24 14:08:14
8518,17,18,14,B,LMT,10,211.37,DAY,FILLED,,2026-08-20 12:41:56,2026-08-20 12:42:36
8519,51,6,15,B,MKT,150,504.52,DAY,FILLED,,2026-08-18 13:07:52,2026-08-18 13:09:09
8520,85,9,15,B,MKT,200,98.24,DAY,FILLED,,2026-08-20 11:03:26,2026-08-20 11:04:39
8521,90,9,19,B,LMT,25,95.83,DAY,CXL,,2026-08-27 09:43:33,2026-08-27 09:44:45
8522,59,18,21,B,LMT,500,209.09,DAY,FILLED,,2026-08-19 14:35:32,2026-08-19 14:36:29
8523,155,11,18,S,LMT,10,158.04,DAY,REJ,RISK_LIMIT,2026-08-26 13:35:06,2026-08-26 13:36:10
8524,32,14,25,B,MKT,50,158.19,DAY,FILLED,,2026-08-28 09:15:09,2026-08-28 09:15:16
8525,96,17,23,B,LMT,200,207.69,DAY,FILLED,,2026-08-24 15:08:58,2026-08-24 15:09:10
8526,8,16,7,S,LMT,150,453.52,DAY,FILLED,,2026-08-27 11:58:32,2026-08-27 11:58:45
8527,147,20,12,B,LMT,10,75.01,DAY,FILLED,,2026-08-26 12:03:51,2026-08-26 12:03:59
8528,112,15,10,B,LMT,75,516.65,DAY,FILLED,,2026-08-19 14:19:44,2026-08-19 14:20:18
8529,142,14,8,B,LMT,100,151.82,DAY,FILLED,,2026-08-25 12:52:42,2026-08-25 12:53:29
8530,76,8,8,S,LMT,150,440.57,DAY,FILLED,,2026-08-21 13:38:34,2026-08-21 13:39:39
8531,53,9,16,B,LMT,50,94.68,DAY,FILLED,,2026-08-26 10:23:49,2026-08-26 10:24:56
8532,109,7,8,S,LMT,10,203.77,DAY,FILLED,,2026-08-28 14:36:24,2026-08-28 14:37:31
8533,8,19,7,S,MKT,25,92.55,DAY,FILLED,,2026-08-27 11:11:03,2026-08-27 11:12:12
8534,14,9,12,B,LMT,10,94.36,DAY,FILLED,,2026-08-28 12:01:02,2026-08-28 12:01:49
8535,24,12,19,B,LMT,10,506.76,DAY,FILLED,,2026-08-24 12:29:22,2026-08-24 12:30:38
8536,64,19,24,S,LMT,150,94.23,DAY,FILLED,,2026-08-17 12:52:33,2026-08-17 12:53:26
8537,112,11,10,B,LMT,100,150.4,DAY,FILLED,,2026-08-20 14:55:58,2026-08-20 14:56:41
8538,25,1,20,B,LMT,500,192.26,DAY,FILLED,,2026-08-24 10:42:40,2026-08-24 10:43:40
8539,19,1,16,B,MKT,50,189.7,DAY,FILLED,,2026-08-27 14:01:27,2026-08-27 14:01:30
8540,55,13,18,B,MKT,10,111.89,DAY,FILLED,,2026-08-18 15:52:32,2026-08-18 15:53:53
8541,109,6,8,B,LMT,200,495.73,DAY,FILLED,,2026-08-26 14:47:57,2026-08-26 14:48:26
8542,32,15,25,S,LMT,25,528.92,DAY,FILLED,,2026-08-20 11:04:46,2026-08-20 11:05:13
8543,46,18,11,S,MKT,75,215.58,DAY,FILLED,,2026-08-17 14:01:50,2026-08-17 14:03:15
8544,92,17,20,B,LMT,25,199.95,DAY,FILLED,,2026-08-26 13:22:44,2026-08-26 13:22:49
8545,148,15,12,S,LMT,25,527.22,DAY,FILLED,,2026-08-24 13:57:39,2026-08-24 13:58:13
8546,25,16,20,B,LMT,150,440.47,DAY,FILLED,,2026-08-26 15:39:06,2026-08-26 15:39:43
8547,110,10,9,S,LMT,500,275.09,DAY,FILLED,,2026-08-24 15:29:30,2026-08-24 15:29:37
8548,132,19,25,S,LMT,200,91.33,DAY,FILLED,,2026-08-28 09:59:33,2026-08-28 10:00:49
8549,152,6,15,S,LMT,100,523.17,DAY,FILLED,,2026-08-27 15:54:12,2026-08-27 15:55:29
8550,58,3,20,B,MKT,150,168.34,DAY,FILLED,,2026-08-25 10:57:11,2026-08-25 10:58:25
8551,34,7,2,B,MKT,200,198.49,DAY,FILLED,,2026-08-21 11:39:31,2026-08-21 11:40:08
8552,7,8,7,B,LMT,10,444.04,DAY,CXL,,2026-08-18 11:09:31,2026-08-18 11:10:26
8553,72,18,5,S,LMT,25,214.03,DAY,FILLED,,2026-08-18 15:55:55,2026-08-18 15:56:05
8554,33,8,1,S,LMT,75,451.29,DAY,FILLED,,2026-08-20 15:41:59,2026-08-20 15:42:59
8555,90,13,19,S,MKT,200,111.07,DAY,FILLED,,2026-08-21 09:28:14,2026-08-21 09:29:35
8556,119,9,16,S,MKT,10,99.38,DAY,REJ,RISK_LIMIT,2026-08-25 10:26:51,2026-08-25 10:27:10
8557,155,4,18,S,MKT,50,180.92,DAY,FILLED,,2026-08-25 14:00:56,2026-08-25 14:01:21
8558,136,20,3,S,MKT,200,75.36,DAY,FILLED,,2026-08-26 13:56:06,2026-08-26 13:56:55
8559,81,2,12,S,LMT,50,425.71,DAY,FILLED,,2026-08-20 10:56:32,2026-08-20 10:57:30
8560,95,15,23,B,LMT,500,517.0,DAY,FILLED,,2026-08-26 14:16:02,2026-08-26 14:16:27
8561,83,12,14,B,MKT,75,526.1,DAY,CXL,,2026-08-24 13:48:59,2026-08-24 13:49:12
8562,54,14,17,B,LMT,25,151.24,DAY,FILLED,,2026-08-26 14:01:21,2026-08-26 14:02:49
8563,70,5,4,B,LMT,50,894.62,DAY,FILLED,,2026-08-21 09:20:07,2026-08-21 09:20:12
8564,156,16,18,S,LMT,50,459.26,DAY,FILLED,,2026-08-28 12:51:24,2026-08-28 12:51:51
8565,154,12,17,S,MKT,500,533.04,DAY,CXL,,2026-08-20 12:28:29,2026-08-20 12:28:34
8566,108,17,7,S,LMT,50,203.52,DAY,FILLED,,2026-08-18 12:22:50,2026-08-18 12:23:09
8567,140,5,6,S,LMT,500,889.62,DAY,FILLED,,2026-08-17 11:20:28,2026-08-17 11:20:39
8568,35,16,3,B,LMT,50,444.86,DAY,FILLED,,2026-08-28 10:16:18,2026-08-28 10:16:22
8569,137,19,4,B,LMT,10,93.51,DAY,FILLED,,2026-08-18 15:12:48,2026-08-18 15:14:16
8570,2,4,3,S,LMT,50,185.43,DAY,FILLED,,2026-08-20 11:20:03,2026-08-20 11:20:47
8571,101,20,2,B,MKT,100,74.99,DAY,FILLED,,2026-08-28 15:54:12,2026-08-28 15:55:30
8572,72,13,5,B,LMT,50,110.71,DAY,FILLED,,2026-08-25 13:24:26,2026-08-25 13:25:07
8573,87,19,17,S,LMT,10,92.18,DAY,FILLED,,2026-08-28 10:48:00,2026-08-28 10:48:24
8574,128,9,22,B,LMT,75,97.68,DAY,FILLED,,2026-08-27 13:33:43,2026-08-27 13:33:56
8575,104,16,4,S,LMT,100,458.73,DAY,FILLED,,2026-08-20 10:00:29,2026-08-20 10:01:53
8576,118,18,15,B,LMT,10,209.01,DAY,FILLED,,2026-08-21 14:06:26,2026-08-21 14:07:30
8577,20,9,16,B,MKT,25,99.12,DAY,FILLED,,2026-08-27 11:35:21,2026-08-27 11:35:27
8578,129,5,23,B,LMT,50,903.13,DAY,FILLED,,2026-08-19 10:47:02,2026-08-19 10:47:07
8579,47,10,12,B,MKT,100,272.73,DAY,FILLED,,2026-08-18 15:21:25,2026-08-18 15:21:33
8580,64,2,24,S,MKT,10,408.56,DAY,FILLED,,2026-08-26 12:17:17,2026-08-26 12:18:35
8581,60,19,21,B,MKT,50,92.48,DAY,FILLED,,2026-08-26 14:15:03,2026-08-26 14:15:13
8582,82,4,13,B,MKT,200,188.6,DAY,FILLED,,2026-08-19 14:50:48,2026-08-19 14:51:59
8583,124,12,19,B,LMT,500,520.7,DAY,FILLED,,2026-08-19 11:14:18,2026-08-19 11:15:00
8584,72,14,5,B,LMT,75,155.92,DAY,REJ,RISK_LIMIT,2026-08-28 11:15:54,2026-08-28 11:16:02
8585,41,10,7,B,LMT,100,272.8,DAY,FILLED,,2026-08-26 14:54:11,2026-08-26 14:54:56
8586,115,7,13,B,LMT,75,201.84,DAY,FILLED,,2026-08-19 12:33:42,2026-08-19 12:34:09
8587,138,7,5,B,LMT,10,196.23,DAY,FILLED,,2026-08-24 09:55:00,2026-08-24 09:55:39
8588,156,16,18,S,LMT,25,437.88,DAY,FILLED,,2026-08-21 09:33:05,2026-08-21 09:34:00
8589,64,10,24,B,MKT,500,267.88,DAY,FILLED,,2026-08-26 10:21:17,2026-08-26 10:22:28
8590,33,9,1,S,MKT,500,97.9,DAY,FILLED,,2026-08-27 14:31:29,2026-08-27 14:31:57
8591,129,16,23,B,LMT,500,444.9,DAY,FILLED,,2026-08-26 14:39:32,2026-08-26 14:40:34
8592,29,1,23,B,LMT,150,187.15,DAY,FILLED,,2026-08-17 11:38:23,2026-08-17 11:39:38
8593,97,6,24,B,MKT,500,496.42,DAY,FILLED,,2026-08-21 09:01:53,2026-08-21 09:02:50
8594,127,8,22,B,LMT,500,457.55,DAY,FILLED,,2026-08-26 09:17:42,2026-08-26 09:18:47
8595,58,12,20,S,LMT,150,515.59,DAY,FILLED,,2026-08-17 11:21:03,2026-08-17 11:22:17
8596,74,1,7,S,MKT,500,190.22,DAY,FILLED,,2026-08-26 12:26:17,2026-08-26 12:27:03
8597,98,12,25,B,LMT,100,505.85,DAY,FILLED,,2026-08-24 13:50:56,2026-08-24 13:52:17
8598,113,9,11,B,LMT,10,99.19,DAY,FILLED,,2026-08-24 13:14:03,2026-08-24 13:14:12
8599,130,12,24,S,LMT,10,521.49,DAY,FILLED,,2026-08-20 14:17:58,2026-08-20 14:18:55
8600,68,11,2,B,LMT,150,152.04,DAY,FILLED,,2026-08-17 10:29:05,2026-08-17 10:29:48
8601,65,6,25,B,LMT,10,500.69,DAY,FILLED,,2026-08-27 14:32:48,2026-08-27 14:33:30
8602,64,14,24,S,LMT,75,152.02,DAY,FILLED,,2026-08-20 09:24:30,2026-08-20 09:25:52
8603,10,16,9,B,LMT,50,449.63,DAY,FILLED,,2026-08-18 12:33:14,2026-08-18 12:34:31
8604,104,8,4,B,MKT,100,443.17,DAY,FILLED,,2026-08-21 13:22:12,2026-08-21 13:23:13
8605,139,8,6,B,LMT,50,444.84,DAY,FILLED,,2026-08-28 15:24:17,2026-08-28 15:25:31
8606,34,5,2,B,LMT,75,860.45,DAY,FILLED,,2026-08-26 09:04:38,2026-08-26 09:06:03
8607,103,7,4,B,MKT,50,197.27,DAY,FILLED,,2026-08-21 11:48:25,2026-08-21 11:49:34
8608,84,13,14,B,MKT,10,115.31,DAY,FILLED,,2026-08-18 13:33:10,2026-08-18 13:33:32
8609,40,9,6,S,MKT,100,96.44,DAY,FILLED,,2026-08-18 10:52:08,2026-08-18 10:53:35
8610,87,12,17,B,LMT,200,529.29,DAY,FILLED,,2026-08-28 11:50:30,2026-08-28 11:51:14
8611,55,14,18,B,LMT,25,152.56,DAY,FILLED,,2026-08-18 12:51:03,2026-08-18 12:51:34
8612,23,2,19,B,LMT,500,409.98,DAY,FILLED,,2026-08-17 15:44:03,2026-08-17 15:45:11
8613,96,4,23,B,LMT,75,187.59,DAY,FILLED,,2026-08-27 14:12:12,2026-08-27 14:12:47
8614,42,8,8,B,LMT,500,446.95,DAY,FILLED,,2026-08-21 14:11:27,2026-08-21 14:12:40
8615,12,14,10,S,LMT,100,157.28,DAY,FILLED,,2026-08-25 12:06:08,2026-08-25 12:06:26
8616,131,3,25,B,LMT,50,168.32,DAY,FILLED,,2026-08-25 11:50:53,2026-08-25 11:51:05
8617,81,10,12,B,LMT,100,275.63,DAY,FILLED,,2026-08-21 10:39:47,2026-08-21 10:40:40
8618,96,19,23,B,LMT,500,94.29,DAY,REJ,RISK_LIMIT,2026-08-18 12:48:20,2026-08-18 12:49:01
8619,64,20,24,B,LMT,100,78.34,DAY,FILLED,,2026-08-27 12:11:46,2026-08-27 12:12:01
8620,83,9,14,B,LMT,150,94.12,DAY,FILLED,,2026-08-19 14:38:21,2026-08-19 14:39:27
8621,39,18,6,B,MKT,75,218.74,DAY,FILLED,,2026-08-18 10:17:23,2026-08-18 10:18:51
8622,14,9,12,B,MKT,500,95.17,DAY,FILLED,,2026-08-19 15:04:14,2026-08-19 15:04:39
8623,62,8,23,S,MKT,10,456.18,DAY,FILLED,,2026-08-21 14:15:53,2026-08-21 14:16:17
8624,64,1,24,S,MKT,75,187.8,DAY,FILLED,,2026-08-20 09:10:54,2026-08-20 09:11:29
8625,114,12,12,B,MKT,10,526.01,DAY,FILLED,,2026-08-18 12:33:31,2026-08-18 12:34:05
8626,102,5,3,B,LMT,75,870.26,DAY,FILLED,,2026-08-18 10:59:03,2026-08-18 11:00:11
8627,13,2,11,B,MKT,10,428.71,DAY,FILLED,,2026-08-26 13:42:42,2026-08-26 13:43:05
8628,126,14,21,B,LMT,100,154.0,DAY,FILLED,,2026-08-27 13:52:02,2026-08-27 13:53:25
8629,118,18,15,B,MKT,500,221.17,DAY,FILLED,,2026-08-24 15:22:08,2026-08-24 15:23:04
8630,95,1,23,B,LMT,200,191.24,DAY,FILLED,,2026-08-25 11:59:59,2026-08-25 12:00:35
8631,142,1,8,B,LMT,500,191.15,DAY,FILLED,,2026-08-26 11:27:40,2026-08-26 11:28:57
8632,116,3,13,B,LMT,10,168.14,DAY,FILLED,,2026-08-24 11:45:19,2026-08-24 11:46:18
8633,89,12,18,B,LMT,500,524.98,DAY,FILLED,,2026-08-18 12:51:56,2026-08-18 12:52:56
8634,114,15,12,B,MKT,100,541.22,DAY,FILLED,,2026-08-28 15:56:26,2026-08-28 15:56:33
8635,18,7,15,S,LMT,50,192.6,DAY,FILLED,,2026-08-20 09:46:29,2026-08-20 09:46:54
8636,139,9,6,S,LMT,200,98.81,DAY,FILLED,,2026-08-28 10:46:54,2026-08-28 10:47:35
8637,72,16,5,B,MKT,500,441.49,DAY,FILLED,,2026-08-25 14:45:35,2026-08-25 14:45:51
8638,20,14,16,B,LMT,10,158.61,DAY,FILLED,,2026-08-24 13:52:20,2026-08-24 13:52:40
8639,95,2,23,B,LMT,25,413.11,DAY,FILLED,,2026-08-25 14:37:39,2026-08-25 14:38:57
8640,61,19,22,S,MKT,25,89.8,DAY,FILLED,,2026-08-27 10:46:19,2026-08-27 10:46:36
8641,75,2,8,B,MKT,200,423.13,DAY,FILLED,,2026-08-19 13:49:41,2026-08-19 13:49:53
8642,27,15,22,S,MKT,75,536.65,DAY,FILLED,,2026-08-27 12:21:54,2026-08-27 12:23:02
8643,42,17,8,S,LMT,150,207.4,DAY,FILLED,,2026-08-21 11:19:16,2026-08-21 11:20:19
8644,77,10,9,B,LMT,50,280.56,DAY,FILLED,,2026-08-27 14:20:47,2026-08-27 14:20:53
8645,60,4,21,B,LMT,25,190.48,DAY,FILLED,,2026-08-28 12:06:00,2026-08-28 12:07:21
8646,137,1,4,B,LMT,150,187.21,DAY,FILLED,,2026-08-18 14:01:43,2026-08-18 14:02:18
8647,14,18,12,B,MKT,500,210.69,DAY,FILLED,,2026-08-17 09:36:05,2026-08-17 09:37:17
8648,153,16,16,B,LMT,100,460.33,DAY,FILLED,,2026-08-25 09:11:45,2026-08-25 09:13:10
8649,123,6,19,S,LMT,25,506.5,DAY,FILLED,,2026-08-28 12:43:14,2026-08-28 12:43:37
8650,86,4,16,S,MKT,500,180.87,DAY,FILLED,,2026-08-27 11:49:00,2026-08-27 11:49:35
8651,128,14,22,B,MKT,25,157.43,DAY,FILLED,,2026-08-20 11:31:17,2026-08-20 11:32:42
8652,151,13,15,B,LMT,75,108.79,DAY,FILLED,,2026-08-28 09:10:13,2026-08-28 09:11:24
8653,60,15,21,B,LMT,100,516.74,DAY,FILLED,,2026-08-17 11:43:15,2026-08-17 11:43:52
8654,147,17,12,B,LMT,25,199.37,DAY,FILLED,,2026-08-28 13:35:26,2026-08-28 13:35:38
8655,160,10,21,B,LMT,150,273.14,DAY,FILLED,,2026-08-21 12:46:07,2026-08-21 12:47:26
8656,64,14,24,S,LMT,500,152.41,DAY,FILLED,,2026-08-25 13:18:51,2026-08-25 13:18:55
8657,134,1,2,B,LMT,200,184.65,DAY,FILLED,,2026-08-20 12:22:29,2026-08-20 12:23:22
8658,160,19,21,B,LMT,100,92.17,DAY,FILLED,,2026-08-21 13:07:14,2026-08-21 13:08:32
8659,31,10,25,S,LMT,500,276.8,DAY,FILLED,,2026-08-17 09:40:47,2026-08-17 09:42:08
8660,144,1,9,B,MKT,25,187.49,DAY,FILLED,,2026-08-27 15:33:43,2026-08-27 15:34:04
8661,63,16,24,B,LMT,100,457.9,DAY,FILLED,,2026-08-28 13:45:25,2026-08-28 13:45:42
8662,122,19,18,B,MKT,150,92.7,DAY,FILLED,,2026-08-25 15:44:29,2026-08-25 15:45:13
8663,55,16,18,B,LMT,100,440.02,DAY,CXL,,2026-08-19 11:49:53,2026-08-19 11:50:20
8664,18,8,15,B,MKT,150,454.69,DAY,FILLED,,2026-08-24 13:48:28,2026-08-24 13:49:26
8665,129,5,23,B,MKT,75,886.8,DAY,FILLED,,2026-08-25 11:01:57,2026-08-25 11:02:12
8666,16,4,13,B,LMT,25,179.81,DAY,FILLED,,2026-08-28 11:07:18,2026-08-28 11:08:14
8667,92,6,20,B,MKT,75,523.83,DAY,FILLED,,2026-08-18 11:29:27,2026-08-18 11:30:55
8668,138,11,5,B,LMT,50,159.39,DAY,FILLED,,2026-08-24 13:45:13,2026-08-24 13:46:33
8669,92,4,20,S,MKT,200,188.0,DAY,CXL,,2026-08-20 15:29:57,2026-08-20 15:31:20
8670,84,3,14,B,LMT,50,164.15,DAY,FILLED,,2026-08-28 10:34:33,2026-08-28 10:35:00
8671,122,10,18,B,LMT,150,278.86,DAY,FILLED,,2026-08-24 13:06:25,2026-08-24 13:06:59
8672,158,13,20,B,LMT,200,112.13,DAY,FILLED,,2026-08-24 14:46:23,2026-08-24 14:46:51
8673,135,9,3,B,LMT,75,96.31,DAY,FILLED,,2026-08-24 14:45:31,2026-08-24 14:46:58
8674,38,14,5,B,LMT,75,152.57,DAY,FILLED,,2026-08-17 09:21:30,2026-08-17 09:21:34
8675,42,2,8,B,LMT,75,413.72,DAY,FILLED,,2026-08-18 12:19:24,2026-08-18 12:19:31
8676,80,12,11,B,LMT,50,534.25,DAY,FILLED,,2026-08-21 12:47:51,2026-08-21 12:47:55
8677,72,3,5,B,LMT,100,166.59,DAY,FILLED,,2026-08-20 12:44:03,2026-08-20 12:44:38
8678,54,9,17,B,LMT,500,96.42,DAY,FILLED,,2026-08-17 11:01:55,2026-08-17 11:01:56
8679,60,1,21,S,MKT,100,193.66,DAY,FILLED,,2026-08-20 14:15:13,2026-08-20 14:15:35
8680,94,17,22,B,LMT,75,203.25,DAY,FILLED,,2026-08-17 12:54:02,2026-08-17 12:54:59
8681,15,7,13,B,LMT,50,203.54,DAY,FILLED,,2026-08-18 12:23:54,2026-08-18 12:25:09
8682,6,9,6,S,MKT,150,99.32,DAY,FILLED,,2026-08-20 11:20:00,2026-08-20 11:20:35
8683,7,20,7,B,MKT,100,74.98,DAY,FILLED,,2026-08-21 13:59:51,2026-08-21 14:01:08
8684,50,12,14,S,MKT,150,505.06,DAY,FILLED,,2026-08-27 13:19:35,2026-08-27 13:20:31
8685,88,20,17,B,LMT,200,77.81,DAY,CXL,,2026-08-21 11:42:19,2026-08-21 11:43:13
8686,23,16,19,S,LMT,200,449.11,DAY,FILLED,,2026-08-20 10:42:26,2026-08-20 10:42:55
8687,118,16,15,S,MKT,200,450.57,DAY,FILLED,,2026-08-21 15:23:15,2026-08-21 15:23:35
8688,18,9,15,B,LMT,200,99.33,DAY,FILLED,,2026-08-18 10:20:56,2026-08-18 10:22:15
8689,157,12,19,S,MKT,25,515.89,DAY,CXL,,2026-08-18 09:54:50,2026-08-18 09:55:33
8690,136,3,3,S,LMT,500,166.79,DAY,FILLED,,2026-08-25 09:52:11,2026-08-25 09:52:55
8691,144,10,9,S,MKT,10,281.35,DAY,FILLED,,2026-08-27 13:49:29,2026-08-27 13:50:48
8692,104,10,4,B,LMT,200,269.46,DAY,FILLED,,2026-08-18 15:24:38,2026-08-18 15:26:00
8693,128,4,22,S,LMT,150,183.49,DAY,FILLED,,2026-08-28 13:42:13,2026-08-28 13:43:06
8694,27,1,22,B,MKT,150,188.14,DAY,FILLED,,2026-08-26 10:31:50,2026-08-26 10:32:51
8695,107,13,7,S,MKT,10,110.57,DAY,FILLED,,2026-08-24 15:27:34,2026-08-24 15:27:38
8696,45,2,10,B,LMT,500,422.49,DAY,FILLED,,2026-08-24 12:24:02,2026-08-24 12:25:28
8697,60,5,21,B,LMT,500,880.73,DAY,FILLED,,2026-08-25 09:57:55,2026-08-25 09:58:48
8698,57,6,19,B,MKT,100,502.32,DAY,FILLED,,2026-08-21 11:16:39,2026-08-21 11:16:57
8699,102,5,3,B,MKT,100,885.42,DAY,FILLED,,2026-08-18 15:16:41,2026-08-18 15:17:58
8700,105,7,5,S,LMT,200,194.14,DAY,FILLED,,2026-08-28 12:46:21,2026-08-28 12:47:29
8701,40,7,6,S,MKT,150,198.9,DAY,FILLED,,2026-08-17 10:08:52,2026-08-17 10:09:50
8702,92,13,20,B,LMT,75,111.8,DAY,FILLED,,2026-08-18 09:19:22,2026-08-18 09:20:22
8703,146,19,11,B,LMT,10,89.88,DAY,CXL,,2026-08-18 13:06:13,2026-08-18 13:06:49
8704,57,2,19,B,LMT,200,417.18,DAY,FILLED,,2026-08-25 10:03:01,2026-08-25 10:03:02
8705,1,17,2,B,LMT,200,208.5,DAY,FILLED,,2026-08-28 11:56:07,2026-08-28 11:56:53
8706,74,7,7,B,LMT,500,194.02,DAY,FILLED,,2026-08-20 10:46:37,2026-08-20 10:47:34
8707,8,1,7,B,MKT,10,192.29,DAY,FILLED,,2026-08-21 11:58:41,2026-08-21 11:59:51
8708,58,1,20,B,LMT,200,195.16,DAY,FILLED,,2026-08-17 10:10:45,2026-08-17 10:12:00
8709,54,9,17,B,LMT,25,95.65,DAY,FILLED,,2026-08-24 14:39:19,2026-08-24 14:40:11
8710,12,13,10,B,LMT,75,108.95,DAY,FILLED,,2026-08-24 09:16:59,2026-08-24 09:18:12
8711,86,14,16,B,MKT,500,154.05,DAY,FILLED,,2026-08-18 11:10:34,2026-08-18 11:10:41
8712,26,12,21,S,LMT,50,523.5,DAY,FILLED,,2026-08-21 09:59:49,2026-08-21 10:00:39
8713,100,2,1,B,MKT,50,413.53,DAY,FILLED,,2026-08-27 13:42:31,2026-08-27 13:42:37
8714,145,3,10,B,MKT,50,167.58,DAY,CXL,,2026-08-26 13:33:19,2026-08-26 13:34:07
8715,110,16,9,B,LMT,75,461.43,DAY,FILLED,,2026-08-17 13:11:16,2026-08-17 13:12:40
8716,114,3,12,S,MKT,25,160.25,DAY,FILLED,,2026-08-27 13:47:35,2026-08-27 13:48:29
8717,78,2,10,S,LMT,150,431.6,DAY,FILLED,,2026-08-21 10:25:40,2026-08-21 10:26:08
8718,93,8,21,B,LMT,50,456.45,DAY,FILLED,,2026-08-27 14:51:56,2026-08-27 14:53:16
8719,18,19,15,S,LMT,150,91.93,DAY,FILLED,,2026-08-24 13:23:52,2026-08-24 13:24:30
8720,100,8,1,B,MKT,500,451.54,DAY,FILLED,,2026-08-24 11:47:36,2026-08-24 11:49:05
8721,141,20,7,B,LMT,100,76.01,DAY,FILLED,,2026-08-28 13:58:24,2026-08-28 13:58:58
8722,132,6,25,B,LMT,50,523.66,DAY,FILLED,,2026-08-28 11:04:06,2026-08-28 11:05:21
8723,112,3,10,S,LMT,50,168.83,DAY,FILLED,,2026-08-28 14:22:27,2026-08-28 14:23:02
8724,9,16,8,S,MKT,50,456.24,DAY,FILLED,,2026-08-17 15:15:40,2026-08-17 15:16:23
8725,117,8,14,S,LMT,100,440.87,DAY,FILLED,,2026-08-26 13:36:52,2026-08-26 13:38:14
8726,56,13,18,B,LMT,50,111.87,DAY,FILLED,,2026-08-17 10:09:40,2026-08-17 10:10:34
8727,36,20,3,B,MKT,100,76.44,DAY,FILLED,,2026-08-26 13:43:13,2026-08-26 13:44:32
8728,154,2,17,B,LMT,10,413.61,DAY,FILLED,,2026-08-24 14:31:37,2026-08-24 14:31:41
8729,6,6,6,B,LMT,10,502.65,DAY,FILLED,,2026-08-27 12:28:23,2026-08-27 12:29:20
8730,103,16,4,B,LMT,10,457.67,DAY,FILLED,,2026-08-24 14:39:05,2026-08-24 14:40:28
8731,142,7,8,B,LMT,150,192.58,DAY,FILLED,,2026-08-24 14:48:30,2026-08-24 14:49:48
8732,129,3,23,S,LMT,25,166.06,DAY,FILLED,,2026-08-19 09:12:01,2026-08-19 09:12:05
8733,102,10,3,B,LMT,500,269.3,DAY,FILLED,,2026-08-19 10:05:05,2026-08-19 10:06:09
8734,69,3,3,B,MKT,200,163.81,DAY,FILLED,,2026-08-21 12:06:43,2026-08-21 12:07:18
